-8.133511087905622716e+00,-1.981650815032713231e+00
-9.830303347529345537e-01,-4.154470451283204468e+00
-7.457706193740698097e+00,-1.420747955955078634e+00
-3.959334451848119052e+00,-6.822385646859395969e+00
-8.285673284752526069e-02,-3.950292852669953003e+00
-4.266178226372605131e+00,-5.383019879352883841e+00
-5.060542165253749225e+00,-6.079057047967227234e+00
-3.694235658311183279e+00,-5.926468568511976009e+00
-5.444995396291737677e+00,-4.145935651710095371e+00
-1.809929551223645738e+00,-3.882818168450889118e+00
-7.501216270934611074e+00,-2.041085967406628843e+00
-2.009121633598908385e+00,3.106218213012112539e+00
5.529177468069574886e-01,-4.041015584376561165e+00
-6.064527407701318040e+00,-2.694665422040095404e+00
1.434625232999938937e+00,-7.791017991697155587e+00
-6.528915569767457683e+00,-1.179907588927186612e+00
-7.057502450316484044e-01,-4.928422462806272719e+00
9.868034512043721840e-01,-4.877575248185711310e+00
1.637905044385315367e+00,-8.802756130195641404e+00
-3.952722689372851761e+00,4.199535195764507733e+00
2.145821086865658867e+00,-7.309734999072723838e+00
-8.444302179152074483e-02,-3.543855038587389927e+00
-5.554796575430739125e+00,-6.771650798495210566e+00
-4.591976149321761014e+00,-6.109869027983213741e+00
-7.948962916560031289e+00,-1.321159145132355661e+00
-5.964440407367568753e+00,-6.913479320454952948e+00
-5.178973716735793431e+00,-6.588571239519716016e+00
-5.481940669408855271e+00,-4.760885477555375722e+00
2.289277453761819459e+00,-7.354674713225686666e+00
2.401029619182132535e+00,-7.803915980122553719e+00
-2.033314110886168535e+00,3.382726478738693920e+00
1.998024782829008306e+00,-7.768978759970202930e+00
2.713296493090561867e+00,-8.531892528669439812e+00
-1.036348547291951361e+00,-3.637151537871098572e+00
-6.001668939370510714e+00,-3.162544215254205593e+00
-2.748111501884902275e+00,4.874742739230499389e+00
-7.885216873091114742e+00,-2.004337247573708236e+00
-3.915704817259824999e+00,5.464080433620914334e+00
-1.140269066619194138e+00,-3.575033260076576624e+00
-2.637728294754214442e+00,4.880732374071133250e+00
-5.231631237092135400e+00,-5.129017926944823280e+00
2.422239495216217620e+00,-7.220385267017174868e+00
1.636132825281007230e+00,-7.631445705975846039e+00
-3.024752604885575735e+00,2.897871215763179187e+00
-9.289746457749058495e-01,-3.156579228827808059e+00
-9.654499541322667522e-01,-4.187562361381292675e+00
-1.583014481124989103e+00,-3.527719878397217013e+00
1.865223882312379455e+00,-8.632091390658692021e+00
3.207591797751534024e+00,-7.246813492616604790e+00
-7.148780969003414754e+00,-2.564203326725290388e+00
-1.951000612560165770e+00,-5.172758569011767449e+00
-4.166865645003130503e-01,-3.098112600050254350e+00
-3.995544088756538770e+00,3.773809767511555613e+00
-4.213862049143285660e+00,-6.495338798521126833e+00
-3.450949637375521739e+00,-5.201359315713094844e+00
-7.965189884270980514e+00,-2.323063193259641945e+00
-4.447721253881775638e+00,-3.646910521446014908e+00
-7.247377732859441757e+00,-3.038707119456311112e+00
-5.105171519578364681e+00,-4.861463050391312102e+00
1.963711379318561878e+00,-7.464706415134575224e+00
-4.213421749187653553e+00,3.613877334948328635e+00
-3.480407033566538466e+00,2.787359779090500034e+00
-2.656244272790555971e+00,4.682950842655928980e+00
1.296568475767357231e+00,-7.150553166833973684e+00
-3.129507699092916595e-01,-4.075435566500376972e+00
3.418698802837343287e-01,-4.907867887607669566e+00
2.155202242425177772e+00,-8.947183327415604737e+00
-6.682393246130725606e-01,-4.259360558323983525e+00
1.562252972161531694e+00,-7.764364279721765350e+00
6.579246478004590060e-01,-7.684554907188983819e+00
-5.843448037500666992e+00,-5.445985505246074609e+00
-7.350530193242750698e+00,-1.091071777108477914e+00
1.346782622496286885e+00,-8.449646553952556260e+00
-3.663548921573682726e+00,-4.362695033346538409e+00
3.308129697971285310e+00,-8.024693200070974086e+00
-4.940003137918719034e+00,-6.986115178030587458e+00
-7.478742365070496945e+00,-2.606983402443524778e+00
-1.664537180126829830e+00,-3.278507691921890732e+00
-6.519231242500407753e+00,-2.252898290332886688e+00
-5.093115871349581658e-01,-2.737511806485362076e+00
-3.094515746413866175e-01,-4.443682220210291689e+00
3.731871077251503799e+00,-7.441936320350844625e+00
-4.172376413806235251e-01,-3.948082007757018452e+00
-3.403972719946323444e+00,4.534542925260021562e+00
-1.993537572371375521e+00,3.939801895178109525e+00
-4.815983597782519610e+00,-4.797443918758993675e+00
1.291560529856681017e+00,-7.794710621086545999e+00
-2.850351119742971395e+00,3.257566472345667652e+00
1.009284867310032752e+00,-9.399255634817857086e+00
-7.192187966739746585e+00,-1.410110594578244392e+00
-2.530462590928432287e-01,-4.385886889848376491e+00
-4.781917567362636845e-02,-2.653492787554681875e+00
-3.370547710302174593e+00,-5.806680367656686492e+00
1.720598360831363749e+00,-9.011545860553082932e+00
-5.162550811136773277e+00,-6.238595940351996383e+00
-6.610994060151271334e+00,-2.639971837694242929e+00
1.879884572196212744e+00,-8.811685501941539655e+00
2.318327648205902314e+00,-7.672570965086359607e+00
1.701376612665317589e+00,-7.457665122676336189e+00
-7.680483005867815294e+00,-1.505385377171298167e+00
2.082253779949792438e+00,-7.483602380937317555e+00
-3.566090887209535154e+00,3.498040931436826817e+00
-2.111119730516380688e+00,5.217866235079306136e+00
-1.086111774942025709e-01,-4.218472726138332796e+00
-7.576796899623402304e+00,-2.532872149364456149e+00
-1.338157698050762345e+00,-3.612777272251162852e+00
-1.839557056222570486e+00,4.665544706672615227e+00
-3.527744335140644782e+00,-4.826741212097139133e+00
-4.437663172274572077e+00,-5.930135970194509554e+00
-2.385020437686302119e-01,-4.649619995872520839e+00
-1.114122062247703271e-01,-3.522896224501880891e+00
-7.338822838435599127e-02,-4.002959396561045047e+00
-9.733263555998044048e-01,-5.029148019491252342e+00
-2.066553785610286020e+00,4.644017698814681516e+00
-6.542531384463061706e+00,-2.404474819460439949e+00
-7.930933375693522969e+00,-2.538427611456616884e+00
-3.511881262069072029e+00,-6.232040557307650275e+00
2.340794679304473824e+00,-6.988779306278685155e+00
1.647505470969988783e+00,-8.773038415148651126e+00
-3.047219610774809517e+00,4.140246483132926869e+00
-5.249594372593268332e+00,-5.808724932228527926e+00
-6.980525488905701792e+00,-1.697273994738335290e+00
-2.622396865169982050e+00,3.915080039993719563e+00
-5.788758923721141869e+00,-2.668249460327692280e+00
-3.581683266763700857e+00,4.351426049051760003e+00
-2.568445224519127379e+00,4.726581206085255893e+00
